,productname,nutriscorescore,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g
273,Aqua Culinaris Natürliches Mineralwasser Classic - Quellbrunn - 500 ml,0,b,0.0,0.0,0.0,0.0,0.0,0.213
274,Frische Vollmilch läner haltbar - K-Classic - 1 l,1,b,274.0,2.3,4.8,0.0,3.4,0.12
275,"Alpen Milch haltbar 3,5% Fett - Alnatura - 1 l",1,b,276.0,2.4,5.0,0.0,3.3,0.11
276,50 % wenier zucker himbeere - Zentis - 195 ,1,b,502.0,0.1,26.0,0.0,0.7,0.04
277,Puddinpulver Dr. Oetker Oriinal Puddin Vanilleeschmack - 37,2,b,386.0,0.8,11.0,0.0,2.9,0.18
278,extra zarte Makrelenfilets in Tomaten-Sauce - Hawesta - 200,2,b,761.0,2.9,2.3,0.0,13.0,0.8
279,Hähnchen eschnetzeltes - Vossko - 250,2,b,492.0,0.5,0.2,0.0,23.3,1.5
280,REWE - 650 ,1,b,553.0,2.0,1.0,0.0,22.0,1.0
281,Milram - 500 ml,1,b,268.0,2.4,4.8,0.0,3.3,0.13
282,Leche Celta UHT Entera - 1500 ml,2,b,264.0,2.3,4.6,0.0,3.1,0.13
283,Flyin Power suar free - topstarSpitz - 330ml,0,b,13.0,0.0,0.0,0.0,0.0,0.2
284,Cuisine. Rice. - Provamel - 253 ,1,b,402.0,0.9,0.0,0.0,0.4,0.1
286,Maxum 85 Cookies&Cream - Multi-Food,1,b,1619.0,1.3,1.3,0.0,85.0,0.28
287,"Weidemilch 3,5% - NordseeMilch e Witzwort - 1 l",0,b,264.0,2.5,4.4,0.0,3.4,0.11
288,pepsi Liht - 500ml,1,b,4.0,0.0,0.0,0.0,0.0,0.02
289,"Pepsi Max - 1,0 L",1,b,1.0,0.0,0.0,0.0,0.1,0.02
290,rilled Marinated Artichoke Hearts - Reese - 212,1,b,448.0,1.79,0.0,0.0,0.0,0.982
291,ranatapfelkerne - Edeka - 300 ,2,b,331.0,0.3,10.2,0.0,1.4,0.03
292,Lait  laktosefrei - K-Free - 1 l,1,b,268.0,2.4,4.8,0.0,3.3,0.13
293,Thon entier à l'huile de tournesol - Casino - PN : 160  - PNE : 104 ,2,b,682.0,1.2,0.0,0.0,24.0,1.1
294,Paella - Toque du chef - 750 ,1,b,402.0,0.8,2.0,0.0,5.1,0.88
295,Yoourt classic - Miros - 150 ,0,b,300.0,2.1,5.0,0.0,5.0,0.1
296,NÖ Vollmilch - Spar - 1l,1,b,268.0,2.3,4.8,0.0,3.3,0.13
297,Holunder Muttersaft - Sandokan - 750 ml,-1,b,121.0,0.0,6.0,0.0,0.01,0.0
298,"Quark enuss 0,2%, Vanille - Exquisa - 500",0,b,381.0,0.1,14.5,0.0,6.5,0.1
299,Chocolade Melk Wit - Jumbo - 1 l,1,b,321.0,1.6,10.3,0.0,3.5,0.1
300,Rice. Coconut. - Provamel - 250 ml,1,b,255.0,0.8,7.7,0.0,0.2,0.13
302,H-Vollmilch - Omira - 1 l,1,b,267.0,2.3,4.8,0.0,3.3,0.13
303,"Haltbare Alpenmilch 3,5 % Fett - dm Bio - 1 l",1,b,276.0,2.4,5.0,0.0,3.4,0.11
304,Frische Vollmilch - K-Bio - 1 l,1,b,285.0,2.6,4.9,0.0,3.4,0.13
305,Mandel Drink - dm Bio - 1 l,0,b,192.0,0.3,2.2,0.0,1.4,0.05
306,Frische Vollmilch - Landfein - 1 l,1,b,267.0,2.3,4.8,0.0,3.3,0.13
307,Frische Vollmilch - Omira - 1 l,1,b,267.0,2.3,4.8,0.0,3.3,0.13
308,H-Vollmilch - sternenfair - 1 l,1,b,284.0,2.7,4.8,0.0,3.4,0.13
309,Vollmilch / Lait écrémé 3.8% - K-Bio - 1 l,1,b,278.0,2.5,4.8,0.0,3.3,0.13
310,Lait Entier Bio - COOP Naturaplan - 1l,1,b,280.0,2.3,4.9,0.0,3.3,0.1
311,Eierkuchenmehl - KOMET - 125,2,b,703.0,1.0,1.4,0.0,5.4,0.74
312,Mexikanisch - Uncle Ben's - 250,2,b,669.0,0.2,1.7,0.0,3.7,0.76
313,tafrische Vollmilch - Hemme Milch - 1 l,0,b,285.0,2.8,4.5,0.0,3.4,0.1
314,Friesen Drink Mano - Miltram - 500 ,2,b,276.0,1.0,9.3,0.0,3.2,0.26
315,Filets de maquereau : à l'huile d'olive - Coop - 85,0,b,780.0,1.5,0.0,0.0,24.0,0.5
316,Frische Vollmilch - Milbona - 1 l,2,b,280.0,2.6,4.8,0.0,3.2,0.13
317,Reis Oriinal - Alpro - 1 l,0,b,197.0,0.1,3.3,0.0,0.1,0.09
318,Uncle Bens Whole rain Rice - Uncle Ben's - 500,0,b,703.0,0.2,0.2,0.0,3.9,0.01
319,Zero Suar - Coca-cola - 500 ml,1,b,1.0,0.0,0.0,0.0,0.0,0.02
320,Bizzl Cola-Mix zuckerfrei - 1 l,1,b,8.0,0.0,0.0,0.0,0.0,0.0
321,Huck Finn - 250ml,1,b,279.0,1.0,9.6,0.0,3.2,0.12
322,"Bio Johurt mild 3,8% - Söbbeke - 500 ",0,b,289.0,2.6,4.2,0.0,3.4,0.13
323,Hähnchenbrustfilet-Teilstücke mit 8 % Fertiwürzun - Kaufland - 500 ,1,b,397.0,0.5,0.5,0.0,20.0,1.3
324,Lowfat yourt - Rivercote - 350,2,b,418.0,0.59,15.29,0.0,3.53,0.118
325,Whole milk - Oranic Valley - 1.89l,1,b,259.0,2.08,4.58,0.0,3.33,0.125
326,luten free all-purpose flour - Kin Arthur Flour - 680,0,b,1536.0,0.0,0.0,0.0,6.67,0.0
327,Kernie Haferflocken - ja! - 500 ,0,b,1566.0,1.3,0.7,0.0,13.5,0.0
328,Yoho! Pfirsichetränk - Fruttis - 1000 ,2,b,218.0,0.1,11.0,0.0,1.2,0.09
330,Pro Deliht Lady Cinnamon - 500 ml,0,b,674.0,2.5,7.7,0.0,15.7,0.13
331,"Natur Johurt mild 3,8% Fett - Weidelück Bio - 1000 ",0,b,289.0,2.5,3.9,0.0,4.7,0.13
332,red bull - 330 ml,1,b,13.0,0.0,0.0,0.0,0.0,0.1
333,Fruchtjohurt 15% Frucht - BioBio - 400,1,b,406.0,1.8,12.4,0.0,3.7,0.13
334,Kartoffelbrei - ut & ünsti - 510,1,b,65.0,0.7,1.3,0.0,2.0,0.5
335,"RisoVital - Riso Scotti - 40 ,",1,b,1536.0,0.3,0.6,0.0,8.3,0.5
336,"Thunfisch-Filets Naturale, ohne Öl - Saupiquet - 112 ",1,b,427.0,0.2,0.0,0.0,24.0,1.3
337,Monster Backe - Ehrmann - 300,1,b,389.0,1.9,10.0,0.0,5.6,0.1
338,Sushi rice - Yutaka - 500,0,b,1481.0,0.1,0.2,0.0,7.0,0.1
339,Thon au naturel - Saupiquet - 120,1,b,406.0,0.2,0.0,0.0,23.0,1.3
340,urken mit Chili - Spreewald Feldmann - 330 ,1,b,192.0,0.1,8.1,0.0,1.2,0.0
341,"Mandeln, Blanchiert - Seeberer",1,b,2653.0,4.5,4.2,0.0,25.0,0.0
342,Paradiso ace - 1l,2,b,180.0,0.0,10.2,0.0,0.2,0.01
344,Red Bull Suarfree - 250ml,1,b,13.0,0.0,0.0,0.0,0.0,0.1
346,H-Milch - K-Bio - 1l,1,b,289.0,2.6,4.9,0.0,3.5,0.13
347,Bio ABC Jourt - Söbbeke - 500 ,1,b,339.0,2.5,5.6,0.0,5.0,0.2
348,Erfrischunsbonbons wild Orane - Vivil - 100,2,b,986.0,0.0,0.1,0.0,0.0,0.0
349,Johurtdrink Pfirsich-Maracuja - Kaufland Classic - 500 ,0,b,276.0,0.5,11.0,0.0,3.4,0.1
350,Frischkäse 80 % wenier Fett - leichter enuss - 300 ,0,b,381.0,2.8,3.1,0.0,10.0,0.5
351,Xylitol Birkenzucker Stick - Eurovera - 4/Stick,2,b,1000.0,0.0,0.0,0.0,0.0,0.0
353,Pepsi Max - 1.5l,1,b,1.0,0.0,0.0,0.0,0.1,0.02
355,Ravioli Bolonaise Sauce à la viande - Casino - 800 ,2,b,422.0,1.4,2.5,0.0,4.9,0.83
357,June Erbsen sehr fein - TiP - 400 ,0,b,310.0,0.2,4.0,0.0,5.2,0.7
358,Bio-Fruchtquark Erdbeere - Berchtesadener Land - 150 ,1,b,456.0,2.1,12.4,0.0,6.5,0.07
359,ekochte Eier - Vom Land - 10 Stück,0,b,640.0,3.3,0.5,0.0,13.0,0.32
361,EDEKA Bio Frische Vollmilch - 1l,1,b,280.0,2.5,4.8,0.0,3.3,0.13
363,Speisequark 40% Fett i. Tr. - Landfein - 250 ,2,b,596.0,6.6,4.3,0.0,9.0,0.1
364,"Bio Anfansmilch 1 - BUDNI - 600 , 2x300 ",2,b,285.0,1.2,5.4,0.0,1.4,0.06
365,Coca-Cola Vanilla ohne Zucker - 1 L,1,b,13.0,0.0,0.0,0.0,0.0,0.1
366,"Coca Cola Zero - 0,33 L",1,b,1.0,0.0,0.0,0.0,0.0,0.02
367,Solevita - 150ml,1,b,134.0,0.1,5.7,0.0,0.5,0.01
368,"Pommes Frites, Frozen - Harvest Basket - 1000 ",0,b,544.0,0.5,2.3,0.0,2.2,0.14
369,ekörnte Brühe Huhn - Knorr - 1k,2,b,21.0,0.0,0.0,0.0,0.1,0.6
370,liht Taste exotic Mano - Coca Cola - 1 l,1,b,1.0,0.0,0.0,0.0,0.0,0.1
372,Té Nero P Tips,1,b,4.0,0.0,0.0,0.0,0.1,0.0
373,Coca-Cola Zero - 1 l,1,b,1.0,0.0,0.0,0.0,0.0,0.02
374,Haltbare Vollmilch - K-Classic - 1 l,1,b,267.0,2.4,4.8,0.0,3.3,0.13
375,Haltbare Voll-Milch - K Classic - 1 l,1,b,268.0,2.3,4.8,0.0,3.3,0.13
377,"Frische Vollmilch 3,5% Fett - K Classic - 1 l",1,b,267.0,2.4,4.8,0.0,3.3,0.13
379,Valser Citron - 1500ml,1,b,2.0,0.0,0.0,0.0,0.0,0.0
380,Frische Eier - Bio Oranic - 10,0,b,653.0,3.3,0.5,0.0,13.1,0.32
381,Haltbare Alpenmilch - dmBio - 1 l,1,b,275.0,2.4,5.0,0.0,3.3,0.11
382,Chili sin carne - dmBio - 400 ,1,b,326.0,0.1,3.6,0.0,5.6,1.3
383,"7 Up Free - 1,5 L",1,b,2.0,0.0,0.0,0.0,0.1,0.06
384,"Fresh - echter früchtetee - Teekanne - 0,5l",1,b,8.0,0.0,0.0,0.0,0.0,0.0
385,Rhabarberetränk - Rewe - 1 l,1,b,121.0,0.0,6.7,0.0,0.0,0.0
386,Milchmischerzeunis mit 1% Fett im Milchanteil mit Erdbeermark und Bananensaft aus Bananensaftkonzentrat mit Vitamin B12 und Calcium. - Landfein - 750  (6 x 125 ),1,b,268.0,0.5,10.5,0.0,2.7,0.1
387,Actimel Cassis and Acai - Danone - 100,1,b,303.0,1.0,10.5,0.0,2.9,0.13
389,"Apfelschorle - Rhön Sprudel - 0,75l",1,b,109.0,0.0,5.8,0.0,0.5,0.01
390,"Süßer Krabbler - Landsberer - 0,33l",1,b,141.0,0.0,8.0,0.0,0.0,0.01
391,Kin Prawns / Crevettes - Escal,0,b,293.0,0.2,0.0,0.0,15.7,1.3
392,Apfel Erfrischunsetränk - Weserold - 200 ml,-3,b,81.0,0.0,4.6,0.0,0.0,0.01
393,Kräuterli - Bermont - 125,2,b,975.0,0.1,0.5,0.0,0.1,0.01
394,Zitronensaft - Fruchstern - 750ml,-4,b,113.0,0.1,1.7,0.0,0.4,0.01
395,"Cola Liht - Freeway - 1,5 l",1,b,0.0,0.0,0.1,0.0,0.1,0.02
396,"Afri Cola ohne Zucker - 0,5 l",0,b,0.0,0.0,0.0,0.0,0.0,0.2
397,Callow’s Bourbon Vanilla Eis - 475 ml,2,b,426.0,1.6,11.6,0.0,3.7,0.1
398,Callow’s Dark Chocolate Eis - 475 ml,2,b,457.0,1.8,12.2,0.0,3.9,0.1
399,Callow's Peanut Butter - 475 ml,2,b,490.0,1.6,13.0,0.0,3.8,0.1
400,Acti Fresh Drops sunny orane - kalfany - 50,2,b,979.0,0.0,0.5,0.0,0.0,0.0
401,Vilsa Medium - 1l,0,b,0.0,0.0,0.0,0.0,0.0,0.016
402,Innocent lait d'amande - 750ml,0,b,155.0,0.3,0.3,0.0,0.0,0.04
403,"Waldmeisterbrause - Thomas Philipps - 3,05 l",1,b,4.0,0.0,0.0,0.0,0.0,0.0
404,Volvic Natürliches Mineralwasser - 1l,0,b,0.0,0.0,0.0,0.0,0.0,0.03
405,Körnier Frischkäse - Cremisee - 200 ,1,b,381.0,2.6,1.0,0.0,12.7,0.7
406,Classic - 500 ml,2,b,222.0,0.1,12.0,0.0,0.8,0.13
407,frische Bio WEIDEMILCH - Upländer Bauern Molkerei - 1 l,1,b,280.0,2.6,4.8,0.0,3.4,0.12
409,Beaty Sweeties - Natur Pur - 125,0,b,188.0,0.0,0.1,0.0,0.0,0.0
410,Kondensmilch - K-Classic - 316 ml,2,b,456.0,2.8,12.0,0.0,6.8,0.3
411,Milch Drink Vanille - Classic - 500 ml,1,b,289.0,1.2,9.2,0.0,3.3,0.13
412,"pepsi liht lemon - 1,5l",1,b,2.0,0.0,0.0,0.0,0.0,0.0
413,"Punica Pink Banana - 1,25 l",-4,b,63.0,0.0,3.3,0.0,0.0,0.03
414,Hafer unesüßt - innocent - 750 ml,1,b,205.0,0.1,4.8,0.0,0.0,0.05
415,Birne auf Johurt mild - Bauer - 150,2,b,364.0,2.0,9.8,0.0,4.1,0.09
416,BCAA Pfirsich - Nocco - 330 ml,1,b,14.8,0.0,0.0,0.0,0.879,0.0
417,Compote D'abricots - Coteaux nantais,0,b,406.0,0.0,21.1,0.0,0.7,0.0
418,Pro Deliht Pretty Peanut 480 ml,1,b,703.0,2.2,10.2,0.0,17.3,0.2
419,Pro Deliht Shaka-Lade 500 ml,1,b,690.0,3.3,6.9,0.0,15.9,0.18
420,"Haltbare Vollmilch 3,5 % Fett - K Classic - 1 Liter",1,b,267.0,2.2,4.8,0.0,3.3,0.13
421,"Vöslauer Lemonrass - 0,5 Liter",1,b,4.0,0.0,0.0,0.0,0.1,0.01
422,Ice Coffee - milfina - 200 ,0,b,260.0,0.5,9.0,0.0,3.0,0.1
423,Oettiner Radler -  - 0.5 l,1,b,126.0,0.0,6.3,0.0,0.0,0.0
424,Vitrex Kirscheschmack - 500ml,0,b,46.0,0.0,2.5,0.0,0.0,0.008
425,"Thunfischfilets, eschnitten in Olivenöl - Hawesta - 185 ",2,b,699.0,1.0,0.0,0.0,26.0,1.2
426,"arten Sprudler Birne - oldfit - 0,75 l",1,b,128.0,0.0,7.2,0.0,0.0,0.0
427,Coca Cola Zero - 150 ml,1,b,0.667,0.0,0.0,0.0,0.0,0.02
428,Eichenzeller Natur Brunnen - Förstina - 1l,0,b,0.0,0.0,0.0,0.0,0.0,0.008
429,Rosbacher Medium - 1 Liter,0,b,0.0,0.0,0.0,0.0,0.0,0.023
430,Speisequark 40% Fett i. Tr. - Omira - 250 ,2,b,596.0,6.6,4.3,0.0,9.0,0.1
432,"Landschorle - Förstina Sprudel - 0,75",-2,b,96.0,0.0,5.2,0.0,0.0,0.0
434,Bio frische Vollmilch - Söbbeke - 1 l,2,b,271.0,2.5,4.6,0.0,3.2,0.12
435,Bio Johurt mild - Söbbeke - 150 ,1,b,339.0,2.5,5.6,0.0,5.0,0.17
436,Weiße Bohnen Eintopf - Halberstädter - 800 ,2,b,347.0,0.8,2.9,0.0,3.9,0.9
437,Leichte Pink rapefruit - Alwa - 500ml,0,b,79.0,0.1,4.4,0.0,0.5,0.01
438,"Artesia Eistee Pfirsich - 0,5l",1,b,105.0,0.1,6.1,0.0,0.5,0.02
439,Speisequark 40% Fett i. Tr. - Alnatura - 250 ,2,b,602.0,6.7,3.7,0.0,9.5,0.1
440,Körnier Frischkäse natur - Alnatura - 200 ,0,b,430.0,2.9,3.0,0.0,12.5,0.6
441,"Mullermilch Bautura lactata cu ust de caramel-fursec-ciocolata - Muller - 400 ml,",0,b,304.0,1.0,10.4,0.0,3.3,0.15
442,Thunfisch-Filets - Saupiquet - 2⨉185  ℮,1,b,427.0,0.2,0.0,0.0,24.0,1.3
443,Jus de Tomate au Sel Marin ou Jus de Carotte au Miel - Bio Smiley - 1 L e,-1,b,84.0,0.0,3.3,0.0,0.8,0.7
444,Wittenseer Orane - Wittenseer Quelle Mineralbrunnen - 0.7 l,2,b,161.0,1.0,9.4,0.0,0.0,0.0
445,Bio Johurt mild - Söbbeke - 500 ,1,b,321.0,2.5,5.4,0.0,4.2,0.15
446,Coca-Cola Zero - The Coca-Cola Company - 25 cl e,1,b,1.0,0.0,0.0,0.0,0.0,0.02
448,Suar-Free Syrup Maple Flavour - MyProtein - 400 ml ℮,2,b,16.0,0.0,0.1,0.0,0.0,0.55
449,Danonino FruchtZwere à Emporter Banane-Fraise - Danone - 70 ,2,b,381.0,1.8,11.1,0.0,3.6,0.11
450,etrocknete Purpurtan - XINHUA - 20 ,2,b,1411.0,0.0,0.0,0.0,29.2,0.884
451,"Cola Zero - Surf - 1,5 l",1,b,1.0,0.0,0.0,0.0,0.0,0.02
452,Bio Fenchel Direktsaft - Alnavit - 330 ml,-4,b,87.0,0.0,4.0,0.0,0.5,0.0
454,Thunfisch-Filets naturale - Saupiquet - Netto-Inhalt: 160  Abtropfewicht: 112 ,1,b,427.0,0.2,0.0,0.0,24.0,1.3
455,Limetten Melissen Sirup - darbo - 500 ml,2,b,219.0,0.0,13.0,0.0,0.0,0.0
457,"Johurt mild 3,8% Fett - Alnatura - 500 ",0,b,321.0,2.5,5.6,0.0,5.0,0.17
458,Frucht-Kaltschale Pfirsich-Mano - Komet - 72 ,1,b,206.0,0.0,8.88,0.0,0.0,0.0
459,Hähnchen Brust-Filets - ut & ünsti - 500 ,1,b,404.0,0.5,0.5,0.0,20.0,1.27
460,Brotaufstrich - Weiht watchers - 5,5,c,710.0,4.7,0.0,0.0,0.0,0.2
461,oat cheese with chives - Chêne d'arent - 150 ,10,c,598.0,8.93,3.57,0.0,7.14,1.34
462,Rinderbrühe - Mai - 6l,3,c,21.0,0.2,0.1,0.0,0.1,0.8
463,Rapsöl - TiP - 1l,5,c,3464.0,7.0,0.0,0.0,0.0,0.0
464,"Sahne Johurt Mild, Mascarpone Duett, Heidelbeer-c. .. - Zott - 140",7,c,611.0,5.6,13.4,0.0,2.3,0.13
465,Fond de boeuf - Lacroix - 400ml,4,c,17.0,0.0,0.2,0.0,0.6,1.06
466,Sauce Ikea - 28,7,c,348.0,4.0,1.0,0.0,0.9,0.7
467,"arlic infused olive oil, arlic - Lidl",10,c,3347.0,13.33,0.0,0.0,0.0,0.0
468,Natives Olivenöl Extra - efro - 500 ml,5,c,3341.0,13.4,0.0,0.0,0.0,0.0
469,Mozzarella - albani - 125 ,10,c,989.0,12.5,1.0,0.0,17.0,0.7
470,Tomates séchées au soleil - Sacla - 280,7,c,870.0,1.8,7.5,0.0,3.9,3.15
471,Rapsöl - K Classix - 1 l,5,c,3460.0,6.5,0.0,0.0,0.0,0.0
472,Oliven mild nativ extra - Bio Planete - 1 L,7,c,3427.0,15.0,0.0,0.0,0.0,0.0
473,CRANBERRIES - Seeberer - 350 ,9,c,1414.0,0.4,63.0,0.0,0.3,0.03
474,Himbeer Johurt mild - dennree - 500 ,6,c,502.0,4.7,13.0,0.0,3.1,0.15
475,Heinz Relish Sweet - 769ml,8,c,279.0,0.0,20.0,0.0,0.0,1.0
476,"Broth, chicken - reat Value",3,c,17.0,0.0,0.41,0.0,0.41,0.878
477,Mandarinen - Landfein - 312,5,c,285.0,2.3,14.4,0.0,0.5,0.1
478,Orane & Blutorane & Andere Früchte Direktsaft - Edeka - 1 L,4,c,181.0,0.0,9.1,0.0,0.7,0.01
479,limo liht rapefruit - alwa - 1l,2,c,15.0,0.0,0.6,0.0,0.0,0.01
480,dextro-enery - 60 ml,9,c,494.0,0.0,28.0,0.0,0.0,0.6
481,Salatcup Sylter Art - Snack Time,5,c,711.0,2.6,4.2,0.0,5.1,0.95
482,Suo alla Calabrese - Italiamo - 350,7,c,401.0,1.7,5.8,0.0,2.8,1.7
483,Pepsi - 1500 ml,3,c,117.0,0.0,17.4,0.0,0.0,0.01
484,Sultaninen - Rewe - 200,8,c,1374.0,0.3,65.0,0.0,3.0,0.03
485,Orane-Karotte - Libella - ml,2,c,159.0,0.0,8.5,0.0,0.0,0.02
486,natives Olivenöl extra - Rapunzel - 1 k,6,c,3700.0,15.0,0.0,0.0,0.0,0.0
487,Kikkoman - 250 ml,5,c,325.0,0.0,0.6,0.0,10.0,16.9
488,Leerdamer - Leerdammer - 160.0 ,8,c,1460.0,3.7,0.1,0.0,26.0,1.5
489,Luxury nut mix (seeberer) - 400,4,c,2661.0,6.3,4.6,0.0,21.0,0.02
490,vital 3 - Förstina Sprudel - 500ml,3,c,164.0,0.1,9.1,0.0,0.5,0.02
491,"Almonds smoke-flavoured roasted, salted - Seeberer - 150 ",5,c,2624.0,4.5,4.8,0.0,20.0,0.775
492,Lait de Coco Premium - race - 400ml,7,c,728.0,16.0,2.0,0.0,1.0,0.07
493,Sauce soja - Kikkoman - 150 ml,5,c,325.0,0.0,0.6,0.0,10.0,16.9
494,Feuille de brick chinoise - Sprin home - 550 ,5,c,1284.0,3.9,1.4,0.0,7.4,0.9
495,Rahm Johurt mild Stracciatella - Alnatura - 150,8,c,607.0,6.9,11.0,0.0,2.8,0.15
496,Fond de Volaille - Lacroix - 400ml,4,c,29.0,0.0,0.4,0.0,0.9,1.08
497,Buko Skyr - Arla,4,c,531.0,5.7,3.6,0.0,10.0,0.7
498,Jambon arrière - Coop - 160 ,4,c,439.0,1.0,0.5,0.0,21.0,1.9
499,Klöße - henlein - 750hr,5,c,431.0,0.1,0.5,0.0,1.6,1.0
500,Lait De Coco AROY-D 1L - 1000 ml,7,c,774.0,17.0,2.0,0.0,1.6,0.05
501,Huile d’olive - Dennree - 1 L,6,c,3448.0,14.0,0.0,0.0,0.0,0.0
502,Zimmer’s A-C-E - 1l,5,c,192.0,0.0,11.0,0.0,0.0,0.005
503,Sülz Kotelett - Redlefsen - 110,5,c,452.0,0.9,3.3,0.0,18.7,2.2
504,10 Mini Frühlinsrollen - REWE Beste Wahl - 280,5,c,757.0,0.4,9.0,0.0,3.2,0.9
505,Schwip-Schwap - 1.5l,2,c,6.0,0.0,0.3,0.0,0.1,0.01
506,Teekanne Süßer Bratapfel Tee - 50,2,c,8.0,0.1,0.2,0.0,0.0,0.0
507,Oyakata - 93,8,c,992.0,5.0,2.0,0.0,4.2,1.1
508,Landliebe Johurt Mit Echter Vanille - 500 ,3,c,406.0,2.3,13.0,0.0,3.9,0.19
509,Huile d’olive extra - Primadonna - 500 mL,6,c,3448.0,14.0,0.0,0.0,0.0,0.0
510,Ristorante Pizza Funhi - Dr Oetker - 365 ,5,c,969.0,3.1,2.4,0.0,7.6,1.1
511,Sonnenblumenöl - Thomy - 750ml,10,c,3464.0,8.9,0.0,0.0,0.0,0.01
512,"Dried apricots, pitted, sulphited - Seeberer - 200",6,c,1169.0,0.1,49.0,0.0,4.8,0.025
513,Süßstoff Tabletten - ut & ünsti - 72 ,10,c,142.0,0.0,1.0,0.0,0.0,34.55
514,Nachos pickled jalapeno nacho slices - La Costeña - 385,10,c,0.0,0.0,0.0,0.0,0.0,4.062
515,Olio extra verine di oliva - Monini - 1 L,6,c,3464.0,14.0,0.0,0.0,0.0,0.0
516,Fleischbällchentopf - la finesse - 800 ,3,c,372.0,2.0,3.0,0.0,4.0,0.75
517,huile de colza - Vita D'or - 1l,5,c,3404.0,6.4,0.0,0.0,0.0,0.0
518,Lacroix Fond De Veau - 400ml,3,c,24.0,0.0,0.3,0.0,0.5,0.68
519,De nuestra Tierra Aceite de Oliva Viren Extra - Carrefour,6,c,3697.0,14.0,0.0,0.0,0.0,0.0
520,Humus Chili Aufstrich - Bio zentrale - 125,6,c,897.0,1.6,2.5,0.0,4.7,1.3
521,Bio-Mano - Farmer's Snack - 100 ,7,c,1420.0,0.6,68.0,0.0,3.4,0.07
522,Jambon de Paris sans couenne - Saint Alby - 270,4,c,469.0,0.9,1.0,0.0,20.8,2.0
523,Coconut milk - race - 250ml,10,c,745.0,15.0,2.4,0.0,1.0,0.06
524,maracuja inwer - Acáo - 250,4,c,32.0,0.0,1.64,0.0,0.0,0.0
525,Filetes de caballa en aceite de oliva - Pesasur - 120 ,3,c,824.0,1.8,0.0,0.0,25.0,1.2
526,BARSZCZ CZERWONY INSTANT - WINIARY - 170,3,c,74.0,0.1,2.8,0.0,0.2,0.711
527,Chinesischer Sencha - TEEKANNE - 35 ,2,c,3.0,0.1,0.1,0.0,0.2,0.01
528,Fruchtliebe Milde Orane - Edeka,2,c,180.0,0.04,9.0,0.0,0.7,0.01
529,Bio Olivenöl extra nativ - K Classic - 750 ml,6,c,3378.0,14.0,0.0,0.0,0.0,0.0
530,"Chaokoh, coconut milk - 1 l",10,c,752.0,16.0,1.5,0.0,1.5,0.08
531,Cornichons recette paysanne - Kuhne - 850,3,c,130.0,0.1,5.7,0.0,0.6,1.7
532,Huile d'olive viere extra - Primadonna - 750 ml,6,c,3404.0,14.0,0.0,0.0,0.0,0.0
533,"öncü Mildes Paprikapüree (Biber Salsa Tatli), 370 - 370 ",5,c,397.0,0.1,7.3,0.0,4.0,4.0
534,Born Tomatenketchup - 1000ml,5,c,402.0,0.1,14.8,0.0,1.7,1.6
535,Natives Olivenöl Extra - Ja! - 750 ml,6,c,3378.0,13.7,0.0,0.0,0.0,0.0
536,Natives Rapsöl aus Hessen - Ölmühle Haubern - 500 ml,5,c,3404.0,7.0,0.0,0.0,0.0,0.0
537,Himbeermarmelade - Den amle Fabrik - 380 ,10,c,858.0,0.1,45.0,0.0,0.6,0.04
538,Schwäbische Eierknöpfke - Bürer - 1000 ,3,c,690.0,0.7,0.5,0.0,5.9,0.92
539,"Salsa Dip, Medium Salsa Dip - El tequito - 315",10,c,223.0,0.1,8.0,0.0,0.9,2.1
540,"Volvic Touch, Holunderblüteneschmack - 1.5L",4,c,50.0,0.0,2.9,0.0,0.0,0.01
541,Orane Saft - Sonnier - 1l,3,c,180.0,0.1,9.1,0.0,0.7,0.0
542,"Froop, Zitrone - Muller",4,c,444.0,1.5,16.5,0.0,3.7,0.26
543,Jus De Carotte Et Pomme - So Natural,5,c,197.0,0.1,10.8,0.0,0.2,0.1
544,Bohneneintopf - Primana - 800 ,3,c,360.0,0.9,2.2,0.0,5.1,1.13
545,"Albaöl, Rapsöl mit Buttereschmack - 750ml",5,c,3766.0,7.0,0.0,0.0,0.0,0.0
546,Sauce Piri piri - Sol & Mar - 195 ml,10,c,59.0,0.2,0.2,0.0,0.7,5.55
547,yroscreme - Milbona - 500 ,8,c,482.0,4.0,5.1,0.0,3.7,1.3
548,Sahne Minus L - Omira milch - 200.0 ,9,c,669.0,9.8,3.8,0.0,2.9,0.075
549,Rinder-Hackfleisch - Meine Metzerei - 500 ,5,c,979.0,8.5,0.0,0.0,18.0,0.15
550,"Rinder-Hackfleisch - K-Purland - 0,300 k",3,c,841.0,6.0,0.0,0.0,18.0,0.25
551,Fromae Pyramide de chèvre frais au lait pasteurisé 12% de M - U - 150 ,8,c,657.0,8.0,3.0,0.0,9.5,1.3
552,Apfel Direktsaft - Lösch’s,4,c,196.0,0.0,10.0,0.0,0.0,0.0
553,Oliveöl - ja! - 750 ml,6,c,3439.0,13.3,0.0,0.0,0.0,0.0
554,Cashews eröstet und esalzen - Pfiff - 150 ,10,c,2582.0,9.5,6.7,0.0,19.0,0.8
555,Koncentrat za ovejo bistro juho - Le usto - 120,4,c,21.0,0.2,0.5,0.0,0.5,1.1
